_id,deviceId,unit,line,modelName,operation,guauge,height,diameter,surfaceArea,
ObjectId(5b31faaf2941f7068578ee66),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1476,1
ObjectId(5b31fab02941f7068578ee67),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1477,1
ObjectId(5b31fab12941f7068578ee68),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1478,1
ObjectId(5b31fab12941f7068578ee69),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1479,1
ObjectId(5b31fab22941f7068578ee6a),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1480,1
ObjectId(5b31fab32941f7068578ee6b),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1481,1
ObjectId(5b31fab42941f7068578ee6c),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1482,1
ObjectId(5b31fab52941f7068578ee6d),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1483,1
ObjectId(5b31fab62941f7068578ee6e),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1484,1
ObjectId(5b31fab62941f7068578ee6f),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1485,1
ObjectId(5b31fab72941f7068578ee70),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1486,1
ObjectId(5b31fab82941f7068578ee71),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1487,1
ObjectId(5b31fab92941f7068578ee72),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1488,1
ObjectId(5b31faba2941f7068578ee73),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1489,1
ObjectId(5b31faba2941f7068578ee74),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1490,1
ObjectId(5b31fabb2941f7068578ee75),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1491,1
ObjectId(5b31fabc2941f7068578ee76),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1492,1
ObjectId(5b31fabd2941f7068578ee77),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1493,1
ObjectId(5b31fabe2941f7068578ee78),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1494,1
ObjectId(5b31fabe2941f7068578ee79),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1495,1
ObjectId(5b31fabf2941f7068578ee7a),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1496,1
ObjectId(5b31fac02941f7068578ee7b),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1497,1
ObjectId(5b31fac12941f7068578ee7c),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1498,1
ObjectId(5b31fac22941f7068578ee7d),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1499,1
ObjectId(5b31fac22941f7068578ee7e),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1500,1
ObjectId(5b31fac32941f7068578ee7f),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1501,1
ObjectId(5b31fac42941f7068578ee80),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1502,1
ObjectId(5b31fac52941f7068578ee81),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1503,1
ObjectId(5b31fac62941f7068578ee82),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1504,1
ObjectId(5b31fac62941f7068578ee83),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1505,1
ObjectId(5b31fac72941f7068578ee84),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1506,1
ObjectId(5b31fac82941f7068578ee85),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1507,1
ObjectId(5b31fac92941f7068578ee86),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1508,1
ObjectId(5b31faca2941f7068578ee87),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1509,1
ObjectId(5b31faca2941f7068578ee88),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1510,1
ObjectId(5b31facb2941f7068578ee89),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1511,1
ObjectId(5b31facc2941f7068578ee8a),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1512,1
ObjectId(5b31facd2941f7068578ee8b),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1513,1
ObjectId(5b31face2941f7068578ee8c),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1514,1
ObjectId(5b31face2941f7068578ee8d),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1515,1
ObjectId(5b31facf2941f7068578ee8e),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1516,1
ObjectId(5b31fad02941f7068578ee8f),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1517,1
ObjectId(5b31fad12941f7068578ee90),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1518,1
ObjectId(5b31fad22941f7068578ee91),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1519,1
ObjectId(5b31fad22941f7068578ee92),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1520,1
ObjectId(5b31fad32941f7068578ee93),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1521,1
ObjectId(5b31fad42941f7068578ee94),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1522,1
ObjectId(5b31fad52941f7068578ee95),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1523,1
ObjectId(5b31fad62941f7068578ee96),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1524,1
ObjectId(5b31fad62941f7068578ee97),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1525,1
ObjectId(5b31fad72941f7068578ee98),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1526,1
ObjectId(5b31fad82941f7068578ee99),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1527,1
ObjectId(5b31fad92941f7068578ee9a),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1528,1
ObjectId(5b31fada2941f7068578ee9b),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1529,1
ObjectId(5b31fada2941f7068578ee9c),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1530,1
ObjectId(5b31fadb2941f7068578ee9d),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1531,1
ObjectId(5b31fadc2941f7068578ee9e),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1532,1
ObjectId(5b31fadd2941f7068578ee9f),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1533,1
ObjectId(5b31fade2941f7068578eea0),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1534,1
ObjectId(5b31fade2941f7068578eea1),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1535,1
ObjectId(5b31fadf2941f7068578eea2),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1536,1
ObjectId(5b31fae02941f7068578eea3),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1537,1
ObjectId(5b31fae12941f7068578eea4),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1538,1
ObjectId(5b31fae22941f7068578eea5),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1539,1
ObjectId(5b31fae22941f7068578eea6),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1540,1
ObjectId(5b31fae32941f7068578eea7),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1541,1
ObjectId(5b31fae42941f7068578eea8),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1542,1
ObjectId(5b31fae52941f7068578eea9),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1543,1
ObjectId(5b31fae62941f7068578eeaa),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1544,1
ObjectId(5b31fae62941f7068578eeab),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1545,1
ObjectId(5b31fae72941f7068578eeac),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1546,1
ObjectId(5b31fae82941f7068578eead),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1547,1
ObjectId(5b31fae92941f7068578eeae),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1548,1
ObjectId(5b31faea2941f7068578eeaf),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1549,1
ObjectId(5b31faea2941f7068578eeb0),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1550,1
ObjectId(5b31faeb2941f7068578eeb1),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1551,1
ObjectId(5b31faec2941f7068578eeb2),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1552,1
ObjectId(5b31faed2941f7068578eeb3),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1553,1
ObjectId(5b31faee2941f7068578eeb4),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1554,1
ObjectId(5b31faee2941f7068578eeb5),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1555,1
ObjectId(5b31faef2941f7068578eeb6),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1556,1
ObjectId(5b31faf02941f7068578eeb7),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1557,1
ObjectId(5b31faf12941f7068578eeb8),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1558,1
ObjectId(5b31faf22941f7068578eeb9),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1559,1
ObjectId(5b31faf22941f7068578eeba),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1560,1
ObjectId(5b31faf32941f7068578eebb),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1561,1
ObjectId(5b31faf42941f7068578eebc),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1562,1
ObjectId(5b31faf52941f7068578eebd),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1563,1
ObjectId(5b31faf62941f7068578eebe),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1564,1
ObjectId(5b31faf62941f7068578eebf),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1565,1
ObjectId(5b31faf72941f7068578eec0),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1566,1
ObjectId(5b31faf82941f7068578eec1),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1567,1
ObjectId(5b31faf92941f7068578eec2),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1568,1
ObjectId(5b31fafa2941f7068578eec3),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1569,1
ObjectId(5b31fafa2941f7068578eec4),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1570,1
ObjectId(5b31fafb2941f7068578eec5),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1571,1
ObjectId(5b31fafc2941f7068578eec6),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1572,1
ObjectId(5b31fafd2941f7068578eec7),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1573,1
ObjectId(5b31fafe2941f7068578eec8),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1574,1
ObjectId(5b31fafe2941f7068578eec9),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1575,1
ObjectId(5b31faff2941f7068578eeca),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1576,1
ObjectId(5b31fb002941f7068578eecb),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1577,1
ObjectId(5b31fb012941f7068578eecc),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1578,1
ObjectId(5b31fb022941f7068578eecd),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1579,1
ObjectId(5b31fb022941f7068578eece),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1580,1
ObjectId(5b31fb032941f7068578eecf),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1581,1
ObjectId(5b31fb042941f7068578eed0),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1582,1
ObjectId(5b31fb052941f7068578eed1),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1583,1
ObjectId(5b31fb062941f7068578eed2),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1584,1
ObjectId(5b31fb062941f7068578eed3),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1585,1
ObjectId(5b31fb072941f7068578eed4),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1586,1
ObjectId(5b31fb082941f7068578eed5),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1587,1
ObjectId(5b31fb092941f7068578eed6),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1588,1
ObjectId(5b31fb0a2941f7068578eed7),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1589,1
ObjectId(5b31fb0a2941f7068578eed8),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1590,1
ObjectId(5b31fb0b2941f7068578eed9),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1591,1
ObjectId(5b31fb0c2941f7068578eeda),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1592,1
ObjectId(5b31fb0d2941f7068578eedb),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1593,1
ObjectId(5b31fb0e2941f7068578eedc),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1594,1
ObjectId(5b31fb0e2941f7068578eedd),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1595,1
ObjectId(5b31fb0f2941f7068578eede),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1596,1
ObjectId(5b31fb102941f7068578eedf),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1597,1
ObjectId(5b31fb112941f7068578eee0),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1598,1
ObjectId(5b31fb122941f7068578eee1),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1599,1
ObjectId(5b31fb122941f7068578eee2),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1600,1
ObjectId(5b31fb132941f7068578eee3),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1601,1
ObjectId(5b31fb142941f7068578eee4),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1602,1
ObjectId(5b31fb152941f7068578eee5),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1603,1
ObjectId(5b31fb162941f7068578eee6),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1604,1
ObjectId(5b31fb162941f7068578eee7),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1605,1
ObjectId(5b31fb172941f7068578eee8),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1606,1
ObjectId(5b31fb182941f7068578eee9),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1607,1
ObjectId(5b31fb192941f7068578eeea),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1608,1
ObjectId(5b31fb1a2941f7068578eeeb),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1609,1
ObjectId(5b31fb1a2941f7068578eeec),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1610,1
ObjectId(5b31fb1b2941f7068578eeed),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1611,1
ObjectId(5b31fb1c2941f7068578eeee),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1612,1
ObjectId(5b31fb1d2941f7068578eeef),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1613,1
ObjectId(5b31fb1e2941f7068578eef0),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1614,1
ObjectId(5b31fb1e2941f7068578eef1),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1615,1
ObjectId(5b31fb1f2941f7068578eef2),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1616,1
ObjectId(5b31fb202941f7068578eef3),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1617,1
ObjectId(5b31fb212941f7068578eef4),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1618,1
ObjectId(5b31fb222941f7068578eef5),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1619,1
ObjectId(5b31fb222941f7068578eef6),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1620,1
ObjectId(5b31fb232941f7068578eef7),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1621,1
ObjectId(5b31fb242941f7068578eef8),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1622,1
ObjectId(5b31fb252941f7068578eef9),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1623,1
ObjectId(5b31fb262941f7068578eefa),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1624,1
ObjectId(5b31fb262941f7068578eefb),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1625,1
ObjectId(5b31fb272941f7068578eefc),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1626,1
ObjectId(5b31fb282941f7068578eefd),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1627,1
ObjectId(5b31fb292941f7068578eefe),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1628,1
ObjectId(5b31fb2a2941f7068578eeff),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1629,1
ObjectId(5b31fb2a2941f7068578ef00),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1630,1
ObjectId(5b31fb2b2941f7068578ef01),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1631,1
ObjectId(5b31fb2c2941f7068578ef02),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1632,1
ObjectId(5b31fb2d2941f7068578ef03),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1633,1
ObjectId(5b31fb2e2941f7068578ef04),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1634,1
ObjectId(5b31fb2e2941f7068578ef05),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1635,1
ObjectId(5b31fb2f2941f7068578ef06),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1636,1
ObjectId(5b31fb302941f7068578ef07),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1637,1
ObjectId(5b31fb312941f7068578ef08),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1638,1
ObjectId(5b31fb322941f7068578ef09),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1639,1
ObjectId(5b31fb322941f7068578ef0a),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1640,1
ObjectId(5b31fb332941f7068578ef0b),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1641,1
ObjectId(5b31fb342941f7068578ef0c),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1642,1
ObjectId(5b31fb352941f7068578ef0d),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1643,1
ObjectId(5b31fb362941f7068578ef0e),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1644,1
ObjectId(5b31fb362941f7068578ef0f),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1645,1
ObjectId(5b31fb372941f7068578ef10),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1646,1
ObjectId(5b31fb382941f7068578ef11),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1647,1
ObjectId(5b31fb392941f7068578ef12),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1648,1
ObjectId(5b31fb3a2941f7068578ef13),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1649,1
ObjectId(5b31fb3a2941f7068578ef14),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1650,1
ObjectId(5b31fb3b2941f7068578ef15),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1651,1
ObjectId(5b31fb3c2941f7068578ef16),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1652,1
